"","x1_department","x2_salary","x3_timecompany","x4_promotion5yr","x5_workaccident","x6_workhours","x7_nprojects","x8_lasteval","x9_satisflevel","y_empleft"
"4042","other","medium",6,0,0,164,3,77,29,0
"4043","other","medium",4,0,0,244,3,89,71,0
"4044","other","medium",2,0,0,222,4,58,93,0
"4045","other","high",3,0,1,231,4,76,94,0
"4046","marketing","low",3,0,0,213,3,72,91,0
"4047","sales","medium",4,0,0,144,4,96,71,0
"4048","accounting","medium",4,0,1,221,3,81,67,0
"4049","support","medium",3,0,1,138,3,42,54,0
"4050","technical","medium",4,0,0,183,3,58,89,0
"4051","management","low",3,0,1,250,3,91,94,0
"4052","marketing","low",6,0,0,219,3,89,15,0
"4053","marketing","low",4,0,1,164,6,92,45,0
"4054","marketing","low",4,0,1,161,4,67,92,0
"4055","sales","low",5,0,1,274,4,56,63,0
"4056","sales","low",3,0,1,181,4,66,80,0
"4057","sales","low",2,0,0,148,3,72,45,0
"4058","sales","low",2,0,1,226,3,54,72,0
"4059","sales","low",5,0,0,256,6,36,84,0
"4060","sales","low",2,0,0,141,3,51,61,0
"4061","sales","low",3,0,0,177,3,88,63,0
"4062","sales","low",2,0,0,173,4,54,49,0
"4063","sales","low",3,0,0,196,2,51,68,0
"4064","sales","low",2,0,0,179,5,85,64,0
"4065","sales","low",3,0,0,201,4,64,61,0
"4066","sales","low",3,0,0,247,5,55,83,0
"4067","sales","low",2,0,0,238,5,51,94,0
"4068","sales","low",6,0,0,133,3,66,27,0
"4069","sales","low",4,0,0,194,2,49,60,0
"4070","sales","low",2,0,0,232,4,69,83,0
"4071","sales","low",3,0,0,232,3,75,53,0
"4072","sales","medium",3,0,0,204,4,97,79,0
"4073","sales","medium",3,0,1,252,4,49,96,0
"4074","accounting","medium",3,0,0,164,3,56,50,0
"4075","accounting","medium",2,0,0,266,5,81,68,0
"4076","accounting","medium",4,0,1,226,4,54,24,0
"4077","hr","medium",6,0,0,252,4,80,80,0
"4078","hr","medium",3,0,0,155,4,74,62,0
"4079","hr","medium",2,0,0,202,3,85,100,0
"4080","hr","medium",3,0,0,214,3,75,64,0
"4081","technical","medium",3,0,0,267,4,55,51,0
"4082","technical","medium",3,0,0,265,4,50,74,0
"4083","technical","medium",2,0,1,221,3,99,49,0
"4084","technical","high",6,0,0,132,4,83,96,0
"4085","technical","low",4,0,1,227,4,62,59,0
"4086","technical","medium",3,0,0,234,4,57,84,0
"4087","technical","medium",6,0,0,238,3,84,16,0
"4088","technical","medium",2,0,1,149,3,75,62,0
"4089","technical","medium",3,0,0,152,4,67,79,0
"4090","technical","low",3,0,1,249,4,83,53,0
"4091","technical","low",5,0,0,270,6,48,17,0
"4092","support","low",2,0,0,200,3,76,57,0
"4093","support","low",2,0,0,207,4,82,65,0
"4094","support","low",2,0,1,266,4,74,69,0
"4095","support","low",3,0,0,250,6,80,30,0
"4096","support","low",3,0,0,220,3,92,99,0
"4097","support","low",2,0,0,177,4,69,50,0
"4098","support","medium",2,0,0,147,3,96,54,0
"4099","support","medium",4,0,0,227,4,57,69,0
"4100","support","medium",2,0,0,272,4,85,50,0
"4101","support","medium",3,0,0,244,3,73,66,0
"4102","support","medium",3,0,1,182,5,93,100,0
"4103","technical","medium",6,0,1,146,3,61,15,0
"4104","technical","medium",5,0,1,259,5,54,31,0
"4105","technical","medium",4,0,0,184,4,49,65,0
"4106","management","medium",2,0,0,149,4,69,72,0
"4107","IT","medium",3,0,1,185,4,85,84,0
"4108","IT","medium",2,0,0,254,3,80,55,0
"4109","IT","medium",3,0,0,249,4,58,60,0
"4110","IT","medium",2,0,0,269,4,48,84,0
"4111","IT","medium",3,0,0,168,3,87,68,0
"4112","product_mng","medium",3,0,0,225,6,100,13,0
"4113","product_mng","medium",2,0,0,160,3,98,88,0
"4114","product_mng","medium",3,0,1,149,5,57,64,0
"4115","product_mng","medium",3,0,0,193,5,95,19,0
"4116","IT","medium",3,0,1,171,5,88,83,0
"4117","other","medium",3,0,1,232,4,41,17,0
"4118","other","medium",6,0,0,250,4,74,44,0
"4119","other","medium",2,0,0,243,4,55,52,0
"4120","other","medium",2,0,0,250,4,62,66,0
"4121","other","medium",3,0,0,153,4,55,96,0
"4122","other","medium",3,0,1,126,5,50,19,0
"4123","marketing","high",3,0,0,192,3,100,86,0
"4124","sales","high",4,0,1,137,3,57,65,0
"4125","accounting","high",3,0,1,199,3,97,61,0
"4126","support","high",3,0,1,181,3,96,53,0
"4127","technical","high",6,0,0,260,5,76,14,0
"4128","management","high",4,0,0,199,4,100,74,0
"4129","marketing","high",5,0,1,171,6,62,47,0
"4130","marketing","high",3,0,0,260,4,56,60,0
"4131","marketing","high",4,0,0,243,3,58,81,0
"4132","sales","high",4,0,0,154,2,59,95,0
"4133","sales","high",2,0,0,201,2,80,98,0
"4134","sales","high",3,0,0,234,5,80,52,0
"4135","sales","low",3,0,1,216,3,97,100,0
"4136","sales","low",4,0,1,205,5,74,16,0
"4137","sales","low",4,0,0,225,3,83,19,0
"4138","sales","low",3,0,0,229,3,87,94,0
"4139","sales","low",3,0,0,132,6,43,58,0
"4140","sales","low",3,0,0,180,4,69,92,0
"4141","sales","low",4,0,0,164,4,80,65,0
"4142","sales","low",3,0,0,175,5,74,74,0
"4143","sales","low",2,0,0,103,5,53,60,0
"4144","sales","low",4,0,0,142,5,100,100,0
"4145","sales","low",3,0,0,212,4,96,81,0
"4146","sales","low",3,0,1,129,2,67,54,0
"4147","sales","low",4,0,0,140,5,81,18,0
"4148","sales","low",2,0,0,149,4,88,82,0
"4149","sales","low",2,0,0,258,2,96,90,0
"4150","sales","medium",2,0,0,136,4,62,62,0
"4151","accounting","medium",3,0,1,216,2,76,77,0
"4152","accounting","medium",2,0,0,151,3,86,58,0
"4153","accounting","medium",6,0,0,217,5,47,27,0
"4154","hr","medium",3,0,0,219,4,72,78,0
"4155","hr","medium",3,0,0,150,3,66,98,0
"4156","hr","medium",4,0,0,98,4,50,75,0
"4157","hr","medium",3,0,0,140,5,67,74,0
"4158","technical","medium",3,0,1,259,3,99,90,0
"4159","technical","medium",6,0,1,215,5,71,73,0
"4160","technical","medium",3,0,0,258,4,62,90,0
"4161","technical","medium",3,0,1,162,4,91,68,0
"4162","technical","high",4,0,0,260,3,74,90,0
"4163","technical","high",2,0,0,198,5,93,64,0
"4164","technical","high",3,0,1,242,2,90,63,0
"4165","technical","high",4,0,0,219,4,89,87,0
"4166","technical","high",3,0,0,204,4,55,60,0
"4167","technical","high",3,0,0,157,3,74,70,0
"4168","technical","high",6,0,0,244,5,94,15,0
"4169","support","high",3,0,0,122,3,75,45,0
"4170","support","low",5,0,0,282,5,90,43,0
"4171","support","low",5,0,0,195,5,46,92,0
"4172","support","low",2,0,0,134,4,81,72,0
"4173","support","low",2,0,0,210,3,84,94,0
"4174","support","low",3,0,0,170,3,52,74,0
"4175","support","low",3,0,1,140,2,71,48,0
"4176","support","low",2,0,1,215,5,76,84,0
"4177","support","low",3,0,0,150,3,86,53,0
"4178","support","medium",3,0,1,268,5,88,45,0
"4179","support","medium",4,0,0,270,4,67,95,0
"4180","technical","medium",3,0,0,163,3,58,95,0
"4181","technical","medium",2,0,0,188,3,85,70,0
"4182","technical","medium",4,0,0,110,3,93,19,0
"4183","management","medium",3,0,0,135,5,91,74,0
"4184","IT","medium",3,0,0,228,4,59,54,0
"4185","IT","medium",2,0,0,172,5,69,50,0
"4186","IT","medium",5,0,0,168,3,72,95,0
"4187","IT","medium",3,0,0,160,5,69,69,0
"4188","IT","medium",3,0,0,282,5,74,24,0
"4189","product_mng","medium",2,0,1,184,5,70,96,0
"4190","product_mng","medium",4,0,1,217,4,50,61,0
"4191","product_mng","medium",3,0,0,281,6,53,76,0
"4192","product_mng","medium",2,0,0,245,3,64,61,0
"4193","IT","medium",5,0,0,285,2,48,37,0
"4194","other","medium",3,0,0,165,4,90,81,0
"4195","other","medium",3,0,0,146,3,90,59,0
"4196","other","medium",3,0,0,133,3,82,73,0
"4197","other","medium",6,0,0,181,2,57,87,0
"4198","other","medium",3,0,0,152,6,66,67,0
"4199","other","medium",3,0,0,284,2,78,96,0
"4200","marketing","medium",3,0,0,157,3,51,98,0
"4201","sales","high",2,0,0,165,4,58,50,0
"4202","accounting","low",2,0,1,255,3,71,49,0
"4203","support","medium",4,0,0,194,4,65,13,0
"4204","technical","medium",6,0,0,102,3,68,57,0
"4205","management","medium",2,0,0,247,4,94,51,0
"4206","marketing","medium",2,0,0,206,3,69,99,0
"4207","marketing","medium",2,0,0,171,3,77,80,0
"4208","marketing","medium",4,0,0,263,5,39,56,0
"4209","sales","medium",4,0,1,272,4,84,96,0
"4210","sales","medium",2,0,1,158,3,50,96,0
"4211","sales","medium",6,0,1,216,6,53,87,0
"4212","sales","medium",3,0,0,113,5,90,61,0
"4213","sales","low",4,0,0,140,3,60,18,0
"4214","sales","low",5,0,0,178,5,77,24,0
"4215","sales","low",3,0,0,153,4,48,86,0
"4216","sales","low",5,0,0,271,6,62,25,0
"4217","sales","low",5,0,0,269,3,82,25,0
"4218","sales","low",3,0,0,160,3,55,63,0
"4219","sales","low",2,0,1,258,4,68,89,0
"4220","sales","high",3,0,0,251,4,82,87,0
"4221","sales","low",2,0,0,170,3,78,87,0
"4222","sales","high",4,0,1,238,4,99,71,0
"4223","sales","high",2,0,0,152,4,87,98,0
"4224","sales","low",6,0,0,262,3,51,16,0
"4225","sales","low",2,0,0,273,4,68,83,0
"4226","sales","high",2,0,0,233,3,77,65,0
"4227","sales","low",3,0,0,262,3,64,95,0
"4228","accounting","medium",3,0,0,183,3,67,67,0
"4229","accounting","high",3,0,1,150,3,88,53,0
"4230","accounting","medium",3,0,0,132,3,94,74,0
"4231","hr","medium",4,0,0,200,3,79,77,0
"4232","hr","medium",5,0,0,148,4,72,13,0
"4233","hr","medium",3,0,1,187,3,92,82,0
"4234","hr","high",2,0,0,224,4,65,88,0
"4235","technical","medium",2,0,0,147,4,50,89,0
"4236","technical","medium",4,0,0,153,3,51,85,0
"4237","technical","medium",2,0,0,154,5,87,93,0
"4238","technical","high",3,0,0,270,5,70,62,0
"4239","technical","medium",2,0,0,202,3,96,58,0
"4240","technical","high",3,0,0,264,4,50,98,0
"4241","technical","low",3,0,0,145,2,45,52,0
"4242","technical","medium",2,0,1,138,3,49,76,0
"4243","technical","medium",2,0,0,238,3,91,73,0
"4244","technical","medium",5,0,0,147,4,64,74,0
"4245","technical","medium",2,0,0,190,3,48,49,0
"4246","support","low",3,0,0,183,4,97,91,0
"4247","support","low",3,0,0,255,5,92,74,0
"4248","support","low",4,0,0,252,4,82,86,0
"4249","support","low",5,0,1,141,6,47,52,0
"4250","support","low",2,0,0,260,3,81,95,0
"4251","support","low",3,0,0,136,3,98,65,0
"4252","support","low",2,0,0,182,4,56,70,0
"4253","support","low",5,0,0,142,6,66,14,0
"4254","support","low",4,0,0,261,2,53,92,0
"4255","support","low",2,0,0,209,3,60,54,0
"4256","support","high",4,0,0,156,2,95,76,0
"4257","technical","low",2,0,0,214,4,66,78,0
"4258","technical","low",3,0,0,250,4,86,85,0
"4259","technical","low",3,0,1,197,4,80,78,0
"4260","management","low",3,0,0,149,3,72,55,0
"4261","IT","high",2,0,0,271,5,61,68,0
"4262","IT","low",2,0,0,187,4,68,91,0
"4263","IT","low",2,0,0,154,3,56,76,0
"4264","IT","low",3,0,0,264,4,67,15,0
"4265","IT","high",3,0,0,144,2,60,95,0
"4266","product_mng","low",3,0,0,200,6,37,74,0
"4267","product_mng","medium",2,0,1,197,5,56,92,0
"4268","product_mng","high",3,0,1,175,3,89,64,0
"4269","product_mng","medium",3,0,0,161,3,90,96,0
"4270","IT","high",6,0,0,245,3,72,21,0
"4271","other","medium",4,0,0,167,3,67,85,0
"4272","other","medium",3,0,0,168,5,86,52,0
"4273","other","medium",6,0,0,261,5,81,54,0
"4274","other","medium",4,0,0,274,5,81,56,0
"4275","other","medium",3,0,0,181,4,79,59,0
"4276","marketing","medium",3,0,1,266,5,58,88,0
"4277","sales","medium",3,0,0,184,4,84,70,0
"4278","accounting","medium",2,0,0,193,3,58,95,0
"4279","support","high",2,0,1,217,3,88,83,0
"4280","technical","low",3,0,0,197,4,62,76,0
"4281","management","medium",3,0,0,252,5,92,82,0
"4282","marketing","medium",3,0,0,136,4,97,55,0
"4283","marketing","medium",4,0,0,194,5,55,89,0
"4284","marketing","medium",3,0,0,190,4,94,66,0
"4285","sales","medium",2,0,1,185,3,61,41,0
"4286","sales","medium",2,0,1,232,3,77,83,0
"4287","sales","medium",2,0,1,200,3,72,88,0
"4288","sales","medium",2,0,0,155,5,66,56,0
"4289","sales","medium",3,0,0,228,3,72,53,0
"4290","sales","high",4,0,0,188,3,41,80,0
"4291","sales","low",3,0,0,245,4,78,95,0
"4292","sales","low",2,0,0,205,4,88,90,0
"4293","sales","low",3,0,0,269,4,97,50,0
"4294","sales","high",6,0,0,207,3,59,40,0
"4295","sales","low",4,0,0,250,3,85,52,0
"4296","sales","low",3,0,1,251,5,50,51,0
"4297","sales","low",3,0,0,217,5,62,84,0
"4298","sales","high",3,0,0,252,5,98,78,0
"4299","sales","low",3,0,1,159,2,71,91,0
"4300","sales","low",2,0,0,169,5,71,59,0
"4301","sales","low",4,0,0,105,5,97,69,0
"4302","sales","low",2,0,0,268,4,93,87,0
"4303","sales","low",2,0,0,145,5,100,66,0
"4304","accounting","low",3,0,0,165,4,54,50,0
"4305","accounting","low",4,0,0,253,3,75,95,0
"4306","accounting","medium",3,0,0,254,3,64,77,0
"4307","hr","medium",2,0,0,218,3,50,66,0
"4308","hr","medium",5,0,1,138,3,98,61,0
"4309","hr","medium",3,0,0,239,5,87,70,0
"4310","hr","medium",2,0,1,182,5,71,89,0
"4311","technical","medium",3,0,1,152,4,78,60,0
"4312","technical","medium",3,0,1,222,3,51,62,0
"4313","technical","medium",2,0,1,219,2,90,59,0
"4314","technical","medium",4,0,0,266,4,59,69,0
"4315","technical","medium",5,0,1,113,3,94,36,0
"4316","technical","medium",3,0,0,146,4,93,59,0
"4317","technical","medium",4,0,0,238,5,51,50,0
"4318","technical","high",3,0,0,188,3,99,53,0
"4319","technical","low",2,0,0,237,4,90,84,0
"4320","technical","medium",3,0,0,201,4,95,51,0
"4321","technical","medium",3,0,0,188,5,56,53,0
"4322","support","medium",3,0,0,137,3,63,98,0
"4323","support","medium",3,0,0,263,4,81,95,0
"4324","support","low",3,0,0,217,5,76,13,0
"4325","support","low",4,0,0,213,4,64,50,0
"4326","support","low",3,0,0,244,3,76,93,0
"4327","support","low",2,0,0,252,3,87,50,0
"4328","support","low",2,0,0,168,4,84,66,0
"4329","support","low",3,0,0,212,4,79,89,0
"4330","support","low",3,0,0,258,4,43,46,0
"4331","support","low",3,0,0,210,4,60,67,0
"4332","support","low",3,0,0,246,4,90,96,0
"4333","technical","low",3,0,1,221,4,76,98,0
"4334","technical","low",4,0,0,215,5,57,67,0
"4335","technical","low",4,0,0,175,4,72,72,0
"4336","management","low",2,0,0,221,5,49,65,0
"4337","IT","low",3,0,0,219,5,67,72,0
"4338","IT","low",3,0,0,154,3,58,78,0
"4339","IT","low",2,0,0,266,3,56,93,0
"4340","IT","low",4,0,0,224,5,85,73,0
"4341","IT","low",5,0,1,269,4,57,20,0
"4342","product_mng","low",2,0,0,159,4,50,47,0
"4343","product_mng","low",3,0,0,247,4,62,56,0
"4344","product_mng","low",2,0,0,137,4,86,72,0
"4345","product_mng","medium",4,0,0,251,4,56,91,0
"4346","IT","medium",3,0,0,210,5,49,79,0
"4347","other","medium",4,0,0,123,2,75,53,0
"4348","other","medium",6,0,0,253,4,51,14,0
"4349","other","medium",4,0,0,242,5,92,78,0
"4350","other","medium",3,0,0,238,3,74,52,0
"4351","other","medium",2,0,0,151,5,68,94,0
"4352","marketing","medium",4,0,0,158,4,80,83,0
"4353","marketing","medium",2,0,0,120,2,68,44,0
"4354","sales","medium",2,0,0,187,3,74,72,0
"4355","accounting","medium",3,0,0,140,3,58,84,0
"4356","support","medium",2,0,0,164,3,99,76,0
"4357","technical","high",2,0,0,253,5,94,92,0
"4358","management","low",2,0,0,235,5,93,58,0
"4359","marketing","medium",4,0,0,189,4,81,85,0
"4360","marketing","medium",3,0,1,246,4,51,74,0
"4361","marketing","medium",2,0,0,258,4,87,74,0
"4362","sales","medium",3,0,0,158,3,80,72,0
"4363","sales","low",3,0,1,173,4,98,76,0
"4364","sales","low",3,0,0,201,3,72,85,0
"4365","sales","low",3,0,0,185,5,49,82,0
"4366","sales","low",3,0,1,270,5,93,60,0
"4367","sales","low",2,0,0,152,3,64,39,0
"4368","sales","low",4,0,1,211,3,53,83,0
"4369","sales","low",3,0,1,162,3,92,70,0
"4370","sales","low",2,0,1,253,4,97,84,0
"4371","sales","low",3,0,0,236,4,77,90,0
"4372","sales","low",5,0,0,231,4,84,18,0
"4373","sales","low",2,0,0,231,2,71,52,0
"4374","sales","low",3,0,0,233,4,51,87,0
"4375","sales","low",2,0,0,217,5,79,60,0
"4376","sales","low",2,0,0,174,4,93,72,0
"4377","sales","low",3,0,0,227,4,64,48,0
"4378","sales","low",2,0,0,222,3,53,75,0
"4379","sales","low",6,0,0,207,2,55,85,0
"4380","sales","low",3,0,0,115,6,41,39,0
"4381","accounting","low",2,0,0,254,3,68,61,0
"4382","accounting","low",3,0,0,170,4,61,60,0
"4383","accounting","low",3,0,0,206,2,64,57,0
"4384","hr","medium",3,0,0,149,5,68,19,0
"4385","hr","medium",3,0,0,197,3,77,48,0
"4386","hr","medium",3,0,0,261,4,75,69,0
"4387","hr","medium",4,0,0,256,4,55,70,0
"4388","technical","medium",3,0,0,219,3,92,65,0
"4389","technical","medium",3,0,1,143,4,96,81,0
"4390","technical","medium",3,0,0,171,4,95,85,0
"4391","technical","medium",2,0,0,207,4,76,93,0
"4392","technical","medium",3,0,0,235,4,94,72,0
"4393","technical","medium",3,0,0,173,2,55,49,0
"4394","technical","medium",6,0,0,131,5,47,94,0
"4395","technical","medium",2,0,0,143,4,84,81,0
"4396","technical","high",4,0,0,193,5,78,92,0
"4397","technical","low",2,0,0,135,3,82,97,0
"4398","technical","medium",2,0,1,265,4,61,98,0
"4399","support","medium",2,0,1,133,3,45,44,0
"4400","support","medium",4,0,0,184,4,87,72,0
"4401","support","medium",3,0,0,135,5,73,80,0
"4402","support","low",4,0,0,267,4,72,60,0
"4403","support","low",3,0,0,184,4,65,89,0
"4404","support","low",2,0,0,227,5,57,69,0
"4405","support","low",2,0,0,257,4,81,54,0
"4406","support","low",3,0,1,235,5,75,97,0
"4407","support","low",2,0,0,161,4,40,37,0
"4408","support","low",3,0,0,215,4,52,73,0
"4409","support","low",3,0,0,146,4,69,57,0
"4410","technical","low",2,0,0,191,4,66,86,0
"4411","technical","low",3,0,0,261,4,85,83,0
"4412","technical","low",5,0,0,200,5,52,19,0
"4413","management","low",4,0,0,239,4,93,55,0
"4414","IT","low",2,0,0,160,4,65,60,0
"4415","IT","low",3,0,1,177,3,71,62,0
"4416","IT","low",2,0,0,215,5,55,65,0
"4417","IT","low",2,0,0,97,4,48,40,0
"4418","IT","low",2,0,1,231,5,78,82,0
"4419","product_mng","low",2,0,1,257,2,69,75,0
"4420","product_mng","low",3,0,1,232,3,53,83,0
"4421","product_mng","low",3,0,0,212,4,78,77,0
"4422","product_mng","low",3,0,0,198,4,98,59,0
"4423","IT","medium",4,0,0,240,5,79,80,0
"4424","other","medium",3,0,0,242,3,55,84,0
"4425","other","medium",3,0,0,250,4,71,88,0
"4426","other","medium",6,0,0,229,3,90,37,0
"4427","other","medium",2,0,0,133,4,66,88,0
"4428","other","medium",2,0,0,200,3,85,69,0
"4429","marketing","medium",2,0,1,155,2,49,54,0
"4430","sales","medium",4,0,0,139,5,57,76,0
"4431","accounting","medium",3,0,0,272,4,58,51,0
"4432","support","medium",4,0,0,100,3,52,16,0
"4433","technical","medium",3,0,0,160,5,60,65,0
"4434","management","medium",4,0,0,195,5,81,54,0
"4435","marketing","high",3,0,0,152,4,68,66,0
"4436","marketing","low",3,0,0,182,5,65,95,0
"4437","marketing","medium",2,0,0,137,3,57,83,0
"4438","sales","medium",3,0,0,182,4,84,98,0
"4439","sales","medium",2,0,0,217,3,72,72,0
"4440","sales","medium",4,0,0,192,4,62,71,0
"4441","sales","low",2,0,1,116,3,65,36,0
"4442","sales","low",4,0,0,170,4,65,55,0
"4443","sales","low",3,0,0,223,3,52,64,0
"4444","sales","low",2,0,0,174,3,57,62,0
"4445","sales","low",6,0,0,193,3,95,100,0
"4446","sales","low",2,0,1,167,6,91,91,0
"4447","sales","low",3,0,0,225,4,67,81,0
"4448","sales","low",3,0,1,248,4,92,71,0
"4449","sales","low",5,0,0,104,3,74,97,0
"4450","sales","low",4,0,0,148,6,86,75,0
"4451","sales","low",4,0,1,148,3,100,68,0
"4452","sales","low",3,0,0,187,5,68,87,0
"4453","sales","low",2,0,0,151,3,57,96,0
"4454","sales","low",5,0,0,215,6,86,41,0
"4455","sales","low",4,0,0,142,4,61,81,0
"4456","sales","low",5,0,0,258,6,100,68,0
"4457","accounting","low",3,0,0,228,4,56,63,0
"4458","accounting","low",3,0,0,221,2,84,60,0
"4459","accounting","medium",3,0,0,263,3,97,66,0
"4460","hr","medium",4,0,0,273,4,82,69,0
"4461","hr","medium",4,0,0,247,3,37,23,0
"4462","hr","medium",3,0,0,225,3,63,52,0
"4463","hr","medium",2,0,1,269,4,86,65,0
"4464","technical","medium",3,0,0,174,6,40,78,0
"4465","technical","medium",2,0,0,201,5,65,60,0
"4466","technical","medium",3,0,0,254,3,62,90,0
"4467","technical","medium",2,0,0,254,5,95,59,0
"4468","technical","medium",2,0,1,185,3,78,89,0
"4469","technical","medium",4,0,0,200,4,85,96,0
"4470","technical","medium",3,0,1,190,3,76,68,0
"4471","technical","high",2,0,0,160,2,72,52,0
"4472","technical","low",2,0,0,264,3,94,68,0
"4473","technical","medium",3,0,0,172,3,59,60,0
"4474","technical","medium",4,0,0,279,5,83,28,0
"4475","support","medium",3,0,0,260,5,54,98,0
"4476","support","medium",2,0,0,262,4,52,67,0
"4477","support","low",2,0,1,134,5,60,86,0
"4478","support","low",3,0,0,195,3,90,83,0
"4479","support","low",3,0,0,139,3,86,79,0
"4480","support","low",5,0,0,205,4,86,54,0
"4481","support","low",2,0,0,212,5,86,51,0
"4482","support","low",2,0,0,148,4,65,75,0
"4483","support","low",3,0,0,228,4,67,51,0
"4484","support","low",3,0,0,230,5,74,73,0
"4485","support","low",3,0,0,286,4,40,17,0
"4486","technical","low",3,0,0,142,4,59,88,0
"4487","technical","low",3,0,0,161,3,79,76,0
"4488","technical","low",3,0,1,152,3,77,29,0
"4489","management","low",3,0,0,266,4,97,62,0
"4490","IT","low",3,0,0,143,2,85,50,0
"4491","IT","low",3,0,0,165,5,65,16,0
"4492","IT","low",6,0,0,204,4,99,18,0
"4493","IT","low",2,0,0,170,4,68,86,0
"4494","IT","low",3,0,0,203,5,52,68,0
"4495","product_mng","low",3,0,0,199,3,85,68,0
"4496","product_mng","low",3,0,0,223,4,78,89,0
"4497","product_mng","low",2,0,0,220,4,88,86,0
"4498","product_mng","medium",3,0,0,190,4,41,43,0
"4499","IT","medium",6,0,1,143,4,58,85,0
"4500","other","medium",4,1,0,111,5,80,94,0
"4501","other","medium",3,1,1,145,4,71,58,0
"4502","other","medium",3,1,0,138,3,60,43,0
"4503","other","medium",3,1,0,203,3,49,72,0
"4504","other","medium",3,1,1,175,5,96,95,0
"4505","marketing","medium",3,1,0,119,3,67,35,0
"4506","sales","medium",3,1,0,157,3,79,77,0
"4507","accounting","medium",2,1,0,135,5,70,74,0
"4508","support","medium",2,1,0,200,4,60,50,0
"4509","technical","medium",2,1,0,121,4,56,87,0
"4510","management","high",3,1,0,162,3,48,55,0
"4511","marketing","low",3,1,0,135,3,65,80,0
"4512","marketing","medium",2,1,0,183,4,52,49,0
"4513","marketing","medium",3,1,0,228,4,92,54,0
"4514","sales","medium",5,0,0,148,4,87,21,0
"4515","sales","medium",2,0,0,219,3,77,77,0
"4516","sales","low",3,0,0,147,4,73,53,0
"4517","sales","low",6,0,0,165,5,49,89,0
"4518","sales","low",3,0,1,218,4,59,25,0
"4519","sales","low",2,0,0,231,3,59,53,0
"4520","sales","low",3,0,0,124,2,45,44,0
"4521","sales","low",2,0,0,131,2,44,70,0
"4522","sales","low",4,0,0,199,3,76,54,0
"4523","sales","low",3,0,0,220,3,56,90,0
"4524","sales","low",3,0,0,215,5,80,69,0
"4525","sales","low",3,0,0,180,4,59,78,0
"4526","sales","low",6,0,0,272,6,49,91,0
"4527","sales","low",2,0,0,228,2,61,92,0
"4528","sales","low",2,0,0,168,3,88,96,0
"4529","sales","low",2,0,0,205,4,77,80,0
"4530","sales","low",3,0,0,244,3,67,52,0
"4531","sales","low",2,0,0,185,3,97,52,0
"4532","sales","low",3,0,1,135,5,96,93,0
"4533","accounting","low",2,0,0,160,4,90,89,0
"4534","accounting","low",4,0,0,262,4,61,83,0
"4535","accounting","low",6,0,0,225,6,84,70,0
"4536","hr","low",2,0,0,174,4,74,89,0
"4537","hr","medium",3,1,0,266,6,37,21,0
"4538","hr","medium",4,1,0,241,4,78,67,0
"4539","hr","medium",2,1,0,245,3,97,73,0
"4540","technical","medium",4,1,0,261,3,51,85,0
"4541","technical","medium",3,1,0,157,4,85,54,0
"4542","technical","medium",6,1,0,286,3,94,74,0
"4543","technical","medium",2,1,1,263,4,65,71,0
"4544","technical","medium",3,1,0,229,2,52,76,0
"4545","technical","medium",2,1,0,159,4,50,85,0
"4546","technical","medium",3,1,0,196,4,89,82,0
"4547","technical","medium",3,1,0,133,4,79,71,0
"4548","technical","medium",3,1,0,228,5,65,79,0
"4549","technical","high",3,1,0,247,4,56,86,0
"4550","technical","low",3,1,0,215,5,78,90,0
"4551","support","medium",3,1,1,233,6,80,65,0
"4552","support","medium",2,1,0,237,5,74,53,0
"4553","support","medium",5,1,0,269,4,91,51,0
"4554","support","medium",3,1,1,246,6,76,100,0
"4555","support","low",3,1,0,168,4,82,92,0
"4556","support","low",3,1,0,168,3,59,100,0
"4557","support","low",5,1,0,163,4,67,23,0
"4558","support","low",2,1,0,142,3,77,52,0
"4559","support","low",2,1,1,183,4,83,80,0
"4560","support","low",3,0,0,264,4,72,59,0
"4561","support","low",2,0,0,184,2,55,75,0
"4562","technical","low",3,0,0,138,4,58,99,0
"4563","technical","medium",3,0,0,195,3,76,57,0
"4564","technical","medium",3,0,0,251,4,95,87,0
"4565","management","medium",5,0,0,108,3,47,52,0
"4566","IT","medium",2,0,0,144,3,90,57,0
"4567","IT","medium",4,0,0,112,6,77,32,0
"4568","IT","medium",3,0,0,201,2,81,66,0
"4569","IT","medium",3,0,0,204,4,80,53,0
"4570","IT","medium",3,0,0,226,5,62,55,0
"4571","product_mng","medium",4,0,0,217,3,90,66,0
"4572","product_mng","medium",2,0,0,149,4,92,69,0
"4573","product_mng","medium",3,0,0,237,5,99,67,0
"4574","product_mng","medium",3,0,0,256,3,37,75,0
"4575","IT","medium",2,0,0,194,4,98,70,0
"4576","other","medium",2,0,0,202,3,74,71,0
"4577","other","medium",2,0,0,133,5,60,97,0
"4578","other","medium",3,0,0,246,3,48,50,0
"4579","other","medium",3,0,0,206,3,92,34,0
"4580","other","medium",3,0,0,204,3,74,67,0
"4581","marketing","medium",3,0,0,157,4,98,78,0
"4582","sales","medium",2,0,0,187,4,91,52,0
"4583","accounting","medium",2,0,0,211,2,51,91,0
"4584","support","medium",3,0,0,204,3,92,79,0
"4585","technical","medium",2,0,1,182,5,53,83,0
"4586","management","medium",3,0,0,244,3,76,74,0
"4587","marketing","medium",3,0,1,184,3,97,77,0
"4588","marketing","high",3,0,0,117,2,71,49,0
